2017-07-10 14:13:42 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.050241 | 0.050417 | SELECT * FROM `iwide_core_admin` WHERE `username` = 'huiyuan' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:13:45 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.033376 | 0.033423 | select count(*) as count from iwide_hotel_orders where inter_id='a484619482' and startdate<='20170710' and enddate>'20170710' and isdel=0 and  status in(0,1,2,3,4,5,11) | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:13:45 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.033723 | 0.033741 | SELECT * FROM `iwide_pay_config` WHERE `inter_id` = 'a484619482' AND `module` = 'hotel' ORDER BY `sort` desc | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:13:46 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.281229 | 0.28127 | select o.*,h.name hname,i.roomname,p.price_name,i.orderid from iwide_hotel_orders o join ( select * from iwide_hotels where inter_id='a484619482') h on o.hotel_id=h.hotel_id join iwide_hotel_order_items i on o.orderid=i.orderid left join iwide_hotel_price_info p on i.price_code=p.price_code and i.inter_id=p.inter_id where o.inter_id='a484619482' and  o.status=0 and o.isdel=0 group by o.id order by o.order_time desc limit 2 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:13:46 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.0234 | 0.02343 | select count(*) count from iwide_hotel_orders where inter_id='a484619482' and  status=0 and isdel=0 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:13:46 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.121071 | 0.121096 | SELECT * FROM `iwide_core_node` WHERE `module` = 'adminhtml' AND `status` = 1 ORDER BY `sort` DESC | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:13:47 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.040572 | 0.040654 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:13:47 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.037087 | 0.037119 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:13:47 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.032682 | 0.032696 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:13:56 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.030085 | 0.030119 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:13:56 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.090391 | 0.090414 | SELECT * FROM `iwide_core_node` WHERE `module` = 'adminhtml' AND `status` = 1 ORDER BY `sort` DESC | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:14:13 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.095297 | 0.095348 | SELECT * FROM `iwide_core_node` WHERE `module` = 'adminhtml' AND `status` = 1 ORDER BY `sort` DESC | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:14:33 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.112042 | 0.112068 | SELECT * FROM `iwide_core_node` WHERE `module` = 'adminhtml' AND `status` = 1 ORDER BY `sort` DESC | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:14:47 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.059512 | 0.059538 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:14:48 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.03407 | 0.034097 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:14:48 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.027722 | 0.027748 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:19:47 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.02491 | 0.024945 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:19:47 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.030667 | 0.030693 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:19:48 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.026361 | 0.026459 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:21:47 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.024906 | 0.024944 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:21:48 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.02605 | 0.026089 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:21:48 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.031674 | 0.031688 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:24:49 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.02726 | 0.027288 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:24:50 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.025176 | 0.025198 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:24:50 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.028246 | 0.028271 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:25:54 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.029487 | 0.029521 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:25:56 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.028609 | 0.028636 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:25:59 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.03098 | 0.031006 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:26:49 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.029528 | 0.029554 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:26:49 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.029361 | 0.029391 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:26:49 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.031133 | 0.031159 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:28:08 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.03145 | 0.03148 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:28:10 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.030575 | 0.030602 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:28:13 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.026309 | 0.026336 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:28:59 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.025625 | 0.025655 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:29:01 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.032362 | 0.032392 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:29:04 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.036451 | 0.036477 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:29:48 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.025161 | 0.02519 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:29:48 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.029087 | 0.029107 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:29:48 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.032396 | 0.032427 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:30:49 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.031872 | 0.031891 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:30:49 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.031601 | 0.03168 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:30:49 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.029124 | 0.02915 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:31:48 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.025276 | 0.025312 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:31:48 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.026804 | 0.026842 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:31:49 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.026665 | 0.02669 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:32:47 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.031984 | 0.032056 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:32:47 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.029074 | 0.029099 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:32:47 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.032349 | 0.032374 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:33:47 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.028686 | 0.028727 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:33:48 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.026752 | 0.026779 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:33:48 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.025534 | 0.025579 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:34:47 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.030675 | 0.030705 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:34:47 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.029015 | 0.02904 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:34:47 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.029187 | 0.029212 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:35:47 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.028501 | 0.028526 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:35:48 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.039522 | 0.03956 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:35:48 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.025056 | 0.025086 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:36:48 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.032321 | 0.032349 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:36:48 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.033462 | 0.033502 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:36:49 | 10570 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.03266 | 0.032693 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:37:47 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.029944 | 0.029975 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:37:48 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.03296 | 0.032986 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:37:48 | 733 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.033759 | 0.033777 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:38:49 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.02888 | 0.028923 | SELECT * FROM `iwide_hotels_notify_config` WHERE `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:38:49 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.028928 | 0.028995 | SELECT * FROM `iwide_hotel_orders` WHERE `inter_id` = 'a484619482' AND `status` NOT IN(9, 10) AND `order_time` >= 1499667227 | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
2017-07-10 14:38:49 | 732 | /index.php | query | d06250c909082955f0346a93c6e531cc4ce53236 | 0.029269 | 0.029285 | SELECT * FROM `iwide_hotel_check_out` WHERE `inter_id` = 'a484619482' AND `status` =0 AND `create_time` >= '2017-07-10 14:13:47' | host=30.iwide.cn:3306 dbname=iwide30dev_2016011813 username=iwide30dev
