2017-07-04 17:25:23 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwswW0Djk4Kh31n_r6c_LKFE","card_id":2377362,"uu_code":"1a348a8a2e3222cdf3ca9ed1860fe3e21499160318.13853","module":"vip","scene":"\u53e4\u57ce\u70e4\u5427\u97e9\u9910\u5385"}
2017-07-04 17:27:08 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwgB41p54jLuMm2DJYcppD10","card_id":2377361,"uu_code":"127e1feeba06fd85a1008d2db10c10d61499160423.199555","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:27:13 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwsLIpUFam40b35kR63zP-is","card_id":2377361,"uu_code":"d39cf3650048ddc586b20e3528c6ed121499160428.202751","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:27:18 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwsLIpUFam40b35kR63zP-is","card_id":2377361,"uu_code":"0bded199f2832c43c94a44b53fdc9fe61499160433.205272","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:27:23 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwsLIpUFam40b35kR63zP-is","card_id":2377361,"uu_code":"3ed3ca5584484c8404e993b413f18cfd1499160438.207236","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:27:28 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwsLIpUFam40b35kR63zP-is","card_id":2377361,"uu_code":"e4e41aedac995d6521bf733be1a130c91499160443.20988","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:27:33 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwtaHKrrbiDXLkCAwQWMOwEM","card_id":2377361,"uu_code":"c4f50cda34f797da7ae7150c360b505e1499160448.212215","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:27:38 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwtaHKrrbiDXLkCAwQWMOwEM","card_id":2377361,"uu_code":"6f12272230e2badbcd989cdfa3ecc9d31499160453.214621","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:27:43 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwol06yh4OO8JxOP3RSBtYPY","card_id":2377361,"uu_code":"72b821e29a0166c7c19303409adceb8c1499160458.217038","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:27:48 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwol06yh4OO8JxOP3RSBtYPY","card_id":2377361,"uu_code":"f94a059ba234efc96f54f22d3b157a541499160463.219678","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:27:53 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwol06yh4OO8JxOP3RSBtYPY","card_id":2377361,"uu_code":"7dac9f7788ead06790630fe330713a421499160468.222131","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:27:58 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwol06yh4OO8JxOP3RSBtYPY","card_id":2377361,"uu_code":"bfbcf8f4f92878eb60901bb2ca5469781499160473.225308","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:28:03 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwol06yh4OO8JxOP3RSBtYPY","card_id":2377361,"uu_code":"b433de1910ac62c37ea0d5e5e941442d1499160478.228178","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:28:08 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwol06yh4OO8JxOP3RSBtYPY","card_id":2377361,"uu_code":"8e8204c45676ceced91e365ff3abed8f1499160483.230705","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:28:13 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwol06yh4OO8JxOP3RSBtYPY","card_id":2377361,"uu_code":"5c1e96b2f506cf44b7c2c4b36f688e6e1499160488.233331","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:28:18 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwol06yh4OO8JxOP3RSBtYPY","card_id":2377361,"uu_code":"f5eaf2d012c523312930ef54ffce889f1499160493.234952","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:28:23 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwol06yh4OO8JxOP3RSBtYPY","card_id":2377361,"uu_code":"7933b77ca8eb828962997b88ce491a331499160498.237504","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:28:28 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwol06yh4OO8JxOP3RSBtYPY","card_id":2377361,"uu_code":"4840369ff61feb905215e47da10dc6501499160503.240639","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:28:33 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlIHv3IuDOILXPQjHr3R8jE","card_id":2377361,"uu_code":"6ea1db4213dfd3da4aa9bc90b3fbd3451499160508.243205","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:28:38 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlIHv3IuDOILXPQjHr3R8jE","card_id":2377361,"uu_code":"6a6e79531e500299bc7adc423036fea71499160513.24549","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:28:43 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlIHv3IuDOILXPQjHr3R8jE","card_id":2377361,"uu_code":"94683fd396c4a5b040f0895a6e5033e61499160518.246879","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:28:48 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlIHv3IuDOILXPQjHr3R8jE","card_id":2377361,"uu_code":"7f6645e79035d658d1538264d4c9af941499160523.249636","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:28:53 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlIHv3IuDOILXPQjHr3R8jE","card_id":2377361,"uu_code":"331be82928e520207417a3d83350fa7b1499160528.257057","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:28:58 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlIHv3IuDOILXPQjHr3R8jE","card_id":2377361,"uu_code":"d6ad2f540f14bfca50f6e7442fb395781499160533.259269","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:29:03 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlIHv3IuDOILXPQjHr3R8jE","card_id":2377361,"uu_code":"e44b29604e869f437d97a3e3f162037a1499160538.263961","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:29:08 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlIHv3IuDOILXPQjHr3R8jE","card_id":2377361,"uu_code":"1d5e66056119755568173d654263ae081499160543.266478","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:29:13 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlIHv3IuDOILXPQjHr3R8jE","card_id":2377361,"uu_code":"3a64ece04aa30842481b109c65029ec91499160548.268645","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:29:18 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlIHv3IuDOILXPQjHr3R8jE","card_id":2377361,"uu_code":"501b6528925d26d02c8d680779ba92d51499160553.272283","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:29:23 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlIHv3IuDOILXPQjHr3R8jE","card_id":2377361,"uu_code":"4c7f6605abf589c13df8b052783764e91499160558.274895","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:29:28 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwlIHv3IuDOILXPQjHr3R8jE","card_id":2377361,"uu_code":"ad1cbbf98889c3ae89b2e48638487f061499160563.279507","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:29:33 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwsPYjlfrGZ7EE1TITc-Q5Cg","card_id":2377361,"uu_code":"0c87a452704740f2b663d910ccb9332d1499160568.281121","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:29:38 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwsPYjlfrGZ7EE1TITc-Q5Cg","card_id":2377361,"uu_code":"5776243a2eaca80367a3308d41931a4c1499160573.284388","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:29:43 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwsPYjlfrGZ7EE1TITc-Q5Cg","card_id":2377361,"uu_code":"b005ee4611dc5e7f0aed2ba3622fb0f71499160578.287073","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:29:48 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwsPYjlfrGZ7EE1TITc-Q5Cg","card_id":2377361,"uu_code":"7ba4ac61e30b62ebff6b454a4573b4fc1499160583.289693","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:29:53 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwsPYjlfrGZ7EE1TITc-Q5Cg","card_id":2377361,"uu_code":"1468b2e8b39550948aa010277efb8cfc1499160588.292524","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:29:58 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwsPYjlfrGZ7EE1TITc-Q5Cg","card_id":2377361,"uu_code":"981405be57100146ca7d2fc9ab2546ca1499160593.295282","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:30:03 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwgD0P7SAcb1opqRRhWcEUto","card_id":2377361,"uu_code":"fe266da6fba5901907dac5ee43e2803c1499160598.298012","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:30:08 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwgD0P7SAcb1opqRRhWcEUto","card_id":2377361,"uu_code":"bc3fcfae603c4fccf65d14009119c5861499160603.300088","module":"vip","scene":"\u6cf0\u9910\u5385"}
2017-07-04 17:30:13 | 1718 | 127.0.0.1 | 744273cfcedbfefb78feb30cf8d311dda6688cbc | /index.php/membervip/timingtask/test | POST=[] | result: null | url: http://api.iwide.com/api/intercard/receive | data: {"token":"","inter_id":"a490782373","openid":"oa7xWwgD0P7SAcb1opqRRhWcEUto","card_id":2377361,"uu_code":"064979f9b3b5e6dd9a5f1dfe450b4dca1499160608.302811","module":"vip","scene":"\u6cf0\u9910\u5385"}
